ID,Latitud,Longitud
P13795,41.760,-2.917
P19551,43.446,-7.032
P18949,43.187,-2.094
P6220,39.116,-1.617
P14463,41.977,-3.647
P11532,40.855,0.749
P18064,42.911,-1.360
P16837,42.430,1.252
P2608,37.891,-4.544
P18767,43.150,-2.508
P57,36.298,-5.381
P14297,41.918,-3.245
P1613,37.500,-5.937
P12254,41.108,0.708
P5200,38.719,-0.552
P7544,39.698,-6.715
P6803,39.313,-1.540
P1393,37.399,-5.560
P10217,40.531,-1.986
P13136,41.551,-2.592
P4113,38.497,-6.830
P17262,42.798,-6.749
P10902,40.810,-2.961
P12077,41.155,-1.283
P11851,41.198,-6.664
P4257,38.550,-6.319
P18181,43.050,-5.727
P11051,40.849,-2.562
P19117,43.251,-2.571
P7069,39.438,-2.245
P16369,42.549,-6.407
P9463,40.340,-4.491
P18528,43.148,-6.616
P16237,42.471,-3.358
P4244,38.544,-7.150
P854,37.138,-4.372
P13345,41.479,0.345
P4771,38.553,-0.245
P17882,42.861,-1.363
P2878,37.974,-3.592
P15788,42.052,2.426
P5906,39.061,-3.038
P14698,41.875,0.450
P14514,41.859,-0.224
P15846,42.400,-5.662
P11099,40.713,0.602
P7564,39.699,-5.415
P5274,38.898,-5.358
P17770,42.913,-9.002
P19225,43.346,-7.030
P16813,42.518,-0.369
P14781,42.100,-5.731
P6449,39.300,-5.677
P1668,37.444,-2.477
P9,36.100,-5.691
P15953,42.160,1.560
P8893,40.142,-4.626
P4322,38.485,-2.169
P8508,39.873,-0.590
P1152,37.299,-6.565
P441,36.889,-4.440
P13956,41.821,-3.384
P13138,41.547,-2.459
P4029,38.428,-3.767
P260,36.748,-5.377
P10028,40.547,-5.210
P14931,42.140,-7.550
P17973,42.990,-7.571
P12522,41.313,-1.472
P2865,37.989,-4.415
P17525,42.753,-1.167
P11939,41.086,-0.823
P966,37.184,-4.120
P9099,40.075,-0.639
P16906,42.699,-6.408
P13355,41.441,1.010
P11744,41.136,-4.208
P19457,43.351,-2.565
P10224,40.514,-1.526
P8478,39.948,-2.543
P6095,39.005,-0.271
P5724,39.048,-5.356
P18354,43.100,-6.205
P9511,40.256,-1.346
P15138,42.199,-5.528
P19428,43.392,-4.626
P12990,41.465,-1.528
P5450,38.925,-3.623
P16480,42.339,1.106
P2104,37.688,-4.359
P269,36.744,-4.817
P9222,40.176,-1.876
P15728,42.269,-1.608
P16247,42.454,-2.681
P12699,41.290,0.126
P18940,43.205,-2.710
P10711,40.800,-6.330
P17140,42.709,-2.872
P10756,40.770,-3.359
P17079,42.746,-7.021
P12168,41.296,-5.002
P1220,37.238,-2.299
P10082,40.469,-1.660
P9211,40.200,-2.595
P12032,41.237,-4.271
P11093,40.735,0.208
P14277,41.942,-4.589
P5941,38.980,-0.789
P9898,40.488,-4.356
P1891,37.559,-2.976
P11636,41.025,-1.823
P16043,42.439,-4.375
P397,36.814,-3.195
P5926,39.021,-1.752
P12364,41.280,-1.940
P7717,39.739,-4.440
P10148,40.599,-6.527
P14980,42.137,-4.247
P17236,42.774,-8.519
P17643,42.898,-5.386
P8755,40.082,-3.974
P6789,39.345,-2.444
P682,37.020,-3.437
P6678,39.208,-0.319
P18198,43.041,-4.565
P13771,41.791,-4.525
P6375,39.145,-1.099
P6058,39.101,-2.650
P19079,43.297,-5.177
P18411,43.044,-2.308
P18760,43.162,-2.987
P1331,37.290,-2.359
P517,36.934,-4.127
P14031,41.603,1.631
P7561,39.699,-5.610
P6196,39.165,-3.163
P10481,40.660,-2.967
P14286,41.933,-3.984
P16130,42.214,1.499
P6658,39.265,-1.608
P1219,37.240,-2.362
P17984,42.997,-6.820
P6243,38.967,1.273
P7302,39.594,-4.832
P14510,41.872,-0.492
P6078,39.055,-1.363
P11469,41.021,-3.415
P14538,41.770,1.381
P4111,38.496,-6.958
P13910,41.849,-6.470
P8819,39.759,2.860
P6134,39.194,-7.161
P2129,37.654,-2.782
P724,37.100,-6.313
P14020,41.649,0.898
P2066,37.697,-6.757
P9341,40.267,-3.247
P14553,41.703,2.382
P337,36.763,-3.135
P872,37.116,-3.245
P12380,41.238,-0.878
P10736,40.792,-4.679
P10359,40.576,-1.851
P1560,37.384,-2.166
P7147,39.550,-6.065
P17960,42.975,-8.458
P8050,39.757,-1.380
P7067,39.443,-2.374
P18700,43.195,-7.096
P10336,40.620,-3.365
P17556,42.650,0.936
P4386,38.596,-6.895
P6473,39.285,-4.127
P8644,39.959,-1.432
P13365,41.400,1.674
P15917,42.289,-0.863
P4381,38.593,-7.215
P5711,39.050,-6.193
P15697,42.328,-3.701
P18186,43.048,-5.385
P5772,38.989,-2.269
P16979,42.614,-1.449
P5504,38.799,-0.160
P17259,42.796,-6.953
P1718,37.549,-6.567
P5603,38.974,-3.557
P18375,43.094,-4.769
P18521,43.145,-7.095
P19429,43.391,-4.557
P14733,41.724,2.788
P13330,41.529,-0.655
P5726,39.047,-5.228
P3048,37.932,-0.867
P18693,43.190,-7.576
P14800,42.090,-4.451
P10246,40.449,-0.082
P7588,39.680,-3.856
P6070,39.075,-1.878
P4729,38.658,-2.928
P19246,43.349,-5.588
P620,36.938,-2.315
P6338,39.222,-3.483
P2760,37.909,-2.961
P13297,41.608,-2.857
P10177,40.592,-4.617
P9459,40.343,-4.754
P5761,39.010,-2.976
P2409,37.694,-1.138
P10497,40.628,-1.914
P10075,40.485,-2.120
P8368,39.624,2.647
P5720,39.049,-5.614
P1977,37.645,-4.928
P11327,40.971,-3.417
P15026,42.051,-1.151
P15101,42.183,-8.024
P16484,42.322,1.376
P19275,43.326,-3.597
P15954,42.156,1.627
P5172,38.791,-2.344
P8204,39.785,-0.857
P10710,40.799,-6.396
P17976,42.992,-7.366
P16706,42.639,-7.630
P2870,37.984,-4.099
P9165,40.249,-5.607
P11309,40.992,-4.609
P1159,37.300,-6.126
P348,36.850,-6.249
P5722,39.049,-5.485
P1858,37.596,-5.055
P4069,38.348,-1.219
P9610,40.385,-4.162
P648,37.049,-5.562
P9246,40.110,-0.308
P8220,39.570,2.705
P46,36.300,-6.062
P10221,40.521,-1.723
P4408,38.599,-5.488
P9046,40.184,-4.102
P3287,38.076,-1.937
P12484,41.383,-4.001
P10288,40.649,-6.527
P18204,43.036,-4.155
P16743,42.647,-5.117
P17419,42.826,-8.384
P14322,41.867,-1.568
P17994,43.000,-6.137
P18218,43.017,-3.198
P13787,41.773,-3.453
P11024,40.888,-4.346
P3776,38.320,-3.389
P2885,37.964,-3.148
P6815,39.280,-0.766
P14995,42.118,-3.237
P19463,43.328,-1.811
P7540,39.696,-6.975
P4758,38.593,-1.074
P5744,39.034,-4.069
P4966,38.800,-6.128
P13476,41.630,-1.919
P13363,41.409,1.541
P9322,40.290,-4.492
P17662,42.885,-4.091
P14519,41.842,0.111
P8776,40.050,-2.603
P8187,39.829,-1.962
P12015,41.248,-5.402
P4578,38.622,-3.505
P18041,42.961,-2.928
P2007,37.611,-3.037
P16551,42.600,-6.068
P18561,43.139,-4.357
P3338,38.197,-6.890
P16465,42.395,0.095
P8775,40.052,-2.668
P14576,42.037,-7.750
P9769,40.417,-3.241
P18887,43.249,-6.343
P183,36.650,-6.311
P14165,41.781,-0.701
P1744,37.545,-4.929
P5195,38.734,-0.872
P15458,42.286,-7.824
P5642,38.892,-1.053
P14151,41.820,-1.638
P9628,40.361,-2.981
P6887,39.446,-5.094
P9041,40.189,-4.429
P7062,39.452,-2.697
P9680,39.967,4.003
P17181,42.604,-0.090
P12049,41.215,-3.142
P8931,40.086,-2.143
P12176,41.290,-4.470
P15530,42.261,-2.961
P12938,41.546,-4.998
P6435,39.298,-6.581
P14088,41.900,-5.866
P12987,41.472,-1.728
P2285,37.633,-0.889
P11579,41.099,-5.602
P2903,37.929,-2.009
P3157,38.031,-2.067
P1092,37.217,-3.304
P3142,38.060,-3.017
P14100,41.896,-5.060
P5184,38.764,-1.576
P1432,37.362,-3.110
P14824,42.058,-2.835
P15094,42.174,-8.496
P16524,42.585,-7.900
P366,36.846,-5.127
P14287,41.932,-3.917
P13021,41.369,0.534
P789,37.036,-2.247
P19801,43.530,-8.204
P14619,42.044,-4.856
P357,36.850,-5.688
P12820,41.439,-2.198
P13312,41.577,-1.855
P14555,41.694,2.515
P12945,41.541,-4.531
P10629,40.696,-2.438
P16957,42.661,-2.942
P10753,40.774,-3.557
P11814,40.973,0.429
P5994,39.147,-6.773
P2081,37.700,-5.811
P8156,39.882,-3.980
P16801,42.553,-1.182
P12998,41.444,-0.995
P8068,39.704,-0.212
P16978,42.616,-1.517
P2704,37.949,-6.507
P14233,41.940,-7.546
P19678,43.482,-8.065
P5934,39.000,-1.238
P1379,37.399,-6.440
P12181,41.285,-4.137
P8663,39.904,-0.195
P356,36.850,-5.751
P1168,37.299,-5.561
P2901,37.933,-2.136
P11621,41.057,-2.817
P18410,43.046,-2.377
P253,36.750,-5.813
P7316,39.581,-3.924
P1047,37.250,-6.125
P4719,38.674,-3.567
P6392,39.000,1.534
P2729,37.945,-4.923
P3482,38.250,-5.873
P5939,38.986,-0.917
P538,36.904,-2.817
P16305,42.281,1.235
P17340,42.714,-1.442
P8915,40.116,-3.188
P9439,40.350,-6.066
P7770,39.641,-0.998
P5556,38.998,-6.579
P3106,38.098,-5.302
P16110,42.291,0.153
P14095,41.898,-5.396
P2763,37.903,-2.771
P10312,40.645,-4.946
P4018,38.440,-4.469
P11723,41.149,-5.602
P16248,42.452,-2.613
P4683,38.700,-5.872
P14577,42.038,-7.683
P18151,43.037,-7.777
P12219,41.218,-1.611
P13319,41.560,-1.388
P1050,37.250,-5.937
P5859,39.100,-6.064
P4174,38.458,-2.936
P17415,42.821,-8.657
P7504,39.517,-0.488
P13655,41.646,-1.047
P17787,42.936,-7.842
P4059,38.374,-1.856
P6618,39.336,-4.190
P3742,38.349,-5.554
P13801,41.749,-2.515
P16342,42.529,-8.238
P12039,41.230,-3.806
P8889,40.145,-4.888
P12201,41.257,-2.807
P13325,41.544,-0.988
P11764,41.108,-2.881
P13932,41.846,-4.993
P2453,37.849,-6.380
P18938,43.209,-2.847
P1369,37.395,-7.068
P15077,41.862,2.267
P10373,40.539,-0.931
P7547,39.699,-6.520
P16532,42.592,-7.357
P15378,42.156,-1.278
P2898,37.940,-2.325
P8448,39.990,-4.499
P7071,39.434,-2.115
P1143,37.294,-7.130
P5011,38.766,-3.243
P16321,42.210,2.311
P18164,43.047,-6.889
P16973,42.628,-1.856
P665,37.040,-4.499
P12859,41.326,0.397
P13293,41.615,-3.124
P17421,42.829,-8.248
P1645,37.481,-3.923
P6244,38.963,1.337
P593,36.982,-4.001
P8113,39.897,-6.782
P7129,39.543,-7.232
P17122,42.735,-4.095
P18599,43.075,-1.759
P6635,39.313,-3.092
P11387,40.816,0.546
P16539,42.597,-6.882
P15164,42.179,-3.774
P19374,43.377,-8.336
P12983,41.482,-1.995
P15316,42.249,-5.460
P18059,42.923,-1.701
P7473,39.596,-2.496
P3890,38.389,-4.406
P16368,42.549,-6.475
P5442,38.935,-4.136
P17608,42.887,-7.773
P2835,38.000,-6.317
P5888,39.086,-4.197
P15128,42.200,-6.202
P1073,37.240,-4.495
P11726,41.148,-5.402
P9039,40.191,-4.560
P2633,37.859,-2.963
P9174,40.246,-5.017
P6197,39.163,-3.098
P6738,39.400,-5.741
P8490,39.922,-1.761
P13858,41.575,1.292
P14288,41.931,-3.850
P7023,39.497,-5.223
P16490,42.297,1.780
P4748,38.619,-1.713
P1709,37.544,-7.134
P10876,40.843,-4.678
P220,36.700,-5.938
P9911,40.473,-3.502
P16419,42.513,-3.017
P11304,40.995,-4.940
P14572,42.033,-8.019
P8432,39.999,-5.543
P14618,42.045,-4.923
P15158,42.186,-4.179
P5099,38.845,-7.027
P9581,40.400,-6.066
P10173,40.595,-4.881
P16440,42.469,-1.595
P6893,39.443,-4.705
P12989,41.468,-1.595
P16178,42.492,-7.355
P10471,40.676,-3.626
P4246,38.545,-7.022
P16552,42.600,-6.000
P12070,41.173,-1.747
P15882,42.368,-3.226
P26,36.200,-5.691
P14475,41.958,-2.840
P1985,37.639,-4.423
P9199,40.220,-3.380
P8784,40.033,-2.081
P10661,40.612,-0.332
P2827,37.997,-6.824
P19579,43.447,-5.106
P16995,42.568,-0.365
P7721,39.736,-4.179
P4073,38.337,-0.965
P1667,37.446,-2.540
P1674,37.431,-2.100
P12478,41.389,-4.401
P16073,42.394,-2.345
P16348,42.536,-7.831
P8419,39.999,-6.392
P16588,42.575,-3.557
P16123,42.243,1.028
P19706,43.500,-6.138
P10188,40.581,-3.893
P11377,40.852,-0.113
P2699,37.947,-6.823
P10903,40.809,-2.895
P13162,41.488,-0.858
P12387,41.217,-0.413
P4608,38.564,-1.588
P11606,41.080,-3.811
P6045,39.122,-3.487
P10193,40.575,-3.564
P9189,40.233,-4.035
P16685,42.261,2.996
P1625,37.497,-5.182
P502,36.946,-5.063
P4055,38.383,-2.110
P6945,39.355,-1.343
P754,37.089,-4.436
P7287,39.600,-5.805
P19103,43.275,-3.530
P2793,37.832,-0.875
P15319,42.248,-5.257
P6327,39.236,-4.193
P5914,39.047,-2.524
P7609,39.646,-2.493
P10393,40.475,0.381
P1411,37.389,-4.429
P14868,41.942,0.120
P4016,38.441,-4.596
P8748,40.089,-4.431
P18532,43.150,-6.342
P12042,41.226,-3.607
P674,37.031,-3.937
P15425,41.989,1.878
P13677,41.575,0.421
P18932,43.219,-3.258
P18710,43.199,-6.411
P16365,42.548,-6.678
P4684,38.700,-5.808
P10297,40.650,-5.934
P14549,41.722,2.115
P8679,39.663,3.435
P2283,37.638,-1.015
P1329,37.294,-2.485
P16013,42.449,-6.406
P11376,40.855,-0.179
P2259,37.696,-2.528
P3659,38.251,-2.691
P4756,38.598,-1.202
P16729,42.650,-6.068
P6667,39.242,-1.027
P15927,42.258,-0.189
P9468,40.335,-4.163
P13775,41.787,-4.257
P15670,42.349,-5.527
P6200,39.158,-2.905
P16062,42.414,-3.089
P15492,42.299,-5.527
P4421,38.592,-4.657
P17502,42.806,-2.731
P2580,37.900,-6.316
P2891,37.953,-2.768
P16621,42.508,-1.321
P2660,37.799,-1.257
P10660,40.615,-0.398
P7981,39.850,-5.870
P10374,40.536,-0.865
P3245,38.141,-4.603
P9105,40.057,-0.248
P718,37.098,-6.688
P12198,41.262,-3.006
P13533,41.437,1.879
P2527,37.767,-1.702
P2735,37.941,-4.543
P14646,42.013,-3.039
P15577,42.138,0.206
P15332,42.239,-4.380
P13969,41.799,-2.512
P1394,37.399,-5.497
P16578,42.587,-4.235
P15218,42.056,-0.139
P15048,41.981,0.326
P15312,42.250,-5.730
P11480,41.003,-2.687
P18144,43.029,-8.255
P6357,39.188,-2.258
P18744,43.185,-4.082
P15255,41.907,2.340
P1878,37.578,-3.794
P15456,42.284,-7.959
P2747,37.928,-3.783
P10604,40.734,-4.086
P12784,41.492,-4.598
P15446,42.271,-8.634
P18555,43.144,-4.768
P4260,38.550,-6.128
P6194,39.168,-3.292
P16308,42.268,1.437
P18676,43.169,-8.740
P9770,40.416,-3.176
P4860,38.725,-3.630
P10638,40.676,-1.845
P14438,41.998,-5.327
P14617,42.046,-4.990
P1273,37.350,-6.000
P8638,39.974,-1.823
P6953,39.333,-0.827
P10897,40.819,-3.291
P18942,43.202,-2.573
P13669,41.603,-0.113
P14814,42.074,-3.508
P7744,39.702,-2.685
P9069,40.150,-2.598
P17883,42.858,-1.295
P5271,38.899,-5.550
P9030,40.197,-5.149
P617,36.944,-2.502
P5,36.049,-5.568
P18763,43.157,-2.781
P13510,41.529,0.349
P14906,41.783,2.661
P224,36.700,-5.689
P4390,38.598,-6.639
P17554,42.657,0.800
P19295,43.291,-2.225
P13866,41.541,1.825
P1512,37.447,-5.182
P14985,42.132,-3.911
P10930,40.748,-1.114
P4544,38.650,-5.680
P7349,39.522,-1.786
P8574,40.050,-6.000
P4817,38.749,-6.384
P2206,37.750,-5.874
P5738,39.039,-4.455
P16890,42.691,-7.496
P8009,39.833,-4.047
P13123,41.573,-3.460
P1828,37.596,-6.945
P17486,42.830,-3.820
P12019,41.247,-5.136
P19105,43.272,-3.393
P14726,41.758,2.321
P8151,39.888,-4.306
P4444,38.565,-3.187
P11736,41.143,-4.739
P3291,38.067,-1.683
P18005,42.998,-5.385
P1186,37.289,-4.431
P16541,42.598,-6.747
P8914,40.117,-3.254
P17527,42.747,-1.031
P880,37.102,-2.745
P6355,39.193,-2.387
P4259,38.550,-6.192
P4158,38.481,-3.957
P7600,39.663,-3.077
P16675,42.310,2.324
P9717,40.448,-6.657
P15433,41.952,2.414
P19212,43.335,-7.923
P10594,40.743,-4.746
P6523,39.186,-0.902
P4662,38.693,-7.217
P9002,40.196,-6.982
P16519,42.579,-8.240
P16794,42.571,-1.656
P4054,38.385,-2.174
P16476,42.354,0.837
P19714,43.499,-5.587
P1051,37.250,-5.875
P9803,40.343,-1.012
P13103,41.594,-4.797
P6483,39.272,-3.481
P5000,38.781,-3.948
P11243,40.767,0.542
P4335,38.454,-1.340
P10994,40.900,-6.331
P8465,39.970,-3.390
P12776,41.497,-5.132
P14336,41.828,-0.630
P602,36.970,-3.439
P11166,40.941,-4.544
P17970,42.987,-7.776
P2312,37.793,-7.264
P2770,37.890,-2.328
P13856,41.583,1.159
P19458,43.349,-2.497
P6478,39.279,-3.804
P5641,38.895,-1.117
P11766,41.105,-2.748
P1944,37.645,-7.009
P11238,40.785,0.212
P14449,41.992,-4.588
P19387,43.391,-7.443
P8333,39.888,-2.220
P755,37.088,-4.373
P15442,41.908,3.015
P443,36.887,-4.315
P10579,40.750,-5.736
P11494,40.973,-1.760
P18048,42.948,-2.450
P16904,42.699,-6.544
P18225,43.005,-2.721
P14039,41.568,2.163
P9861,40.497,-6.789
P18529,43.149,-6.548
P15587,42.101,0.878
P4888,38.673,-1.838
P11903,41.167,-3.210
P11784,41.066,-1.555
P580,36.994,-4.813
P3368,38.195,-4.983
P14492,41.922,-1.699
P2254,37.705,-2.843
P1290,37.345,-4.932
P5447,38.929,-3.815
P15576,42.142,0.139
P11460,41.033,-4.011
P4064,38.361,-1.537
P13845,41.625,0.426
P4738,38.641,-2.352
P18317,43.069,-8.735
P890,37.082,-2.120
P12557,41.200,0.851
P11953,41.041,0.103
P8355,39.832,-0.788
P18946,43.193,-2.300
P16987,42.592,-0.907
P6522,39.189,-0.967
P12154,41.300,-5.933
P738,37.099,-5.437
P249,36.750,-6.062
P8726,40.100,-5.869
P13296,41.610,-2.924
P8447,39.991,-4.564
P15784,42.070,2.158
P7055,39.465,-3.150
P12333,41.333,-4.002
P495,36.949,-5.500
P11961,41.012,0.632
P5875,39.096,-5.034
P12045,41.221,-3.407
P7632,39.591,-1.002
P5460,38.910,-2.981
P2353,37.792,-4.673
P11484,40.995,-2.422
P18571,43.128,-3.673
P1597,37.496,-6.944
P9433,40.349,-6.459
P11047,40.857,-2.826
P12240,41.157,-0.219
P5451,38.924,-3.558
P10091,40.445,-1.070
P1045,37.250,-6.251
P4122,38.500,-6.255
P17537,42.717,-0.352
P12450,41.400,-6.267
P15952,42.164,1.493
P6387,39.109,-0.327
P16663,42.364,1.516
P1957,37.650,-6.189
P8069,39.539,2.440
P18043,42.957,-2.791
P15545,42.231,-1.949
P14612,42.048,-5.327
P11652,40.983,-0.765
P7491,39.555,-1.329
P3634,38.287,-4.281
P12071,41.170,-1.681
P7628,39.602,-1.261
P14876,41.913,0.656
P18674,43.166,-8.877
P18248,42.953,-1.152
P12319,41.345,-4.934
P12714,41.234,1.121
P451,36.878,-3.816
P9895,40.491,-4.554
P15559,42.195,-1.005
P12703,41.276,0.392
P8768,40.064,-3.125
P172,36.596,-5.130
P14879,41.902,0.857
P18056,42.930,-1.905
P4460,38.535,-2.166
P7207,39.486,-2.177
P16927,42.696,-4.980
P18922,43.233,-3.943
P2646,37.833,-2.141
P14593,42.048,-6.606
P5194,38.737,-0.936
P18146,43.031,-8.119
P16479,42.343,1.039
P19413,43.400,-5.656
P16487,42.309,1.578
P2311,37.792,-7.327
P7009,39.500,-6.130
P5285,38.892,-4.651
P6628,39.324,-3.544
P16709,42.642,-7.426
P2836,38.000,-6.254
P6353,39.197,-2.516
P9727,40.450,-6.000
P3758,38.340,-4.535
P1519,37.443,-4.742
P15605,42.025,2.085
P11222,40.836,-0.842
P14806,42.084,-4.047
P5269,38.900,-5.679
P3088,38.099,-6.444
P4448,38.558,-2.932
P7320,39.576,-3.665
P18912,43.242,-4.629
P86,36.399,-5.442
P14668,41.967,-1.561
P16444,42.459,-1.324
P8025,39.811,-3.005
P14349,41.786,0.240
P17492,42.822,-3.411
P14225,41.932,-8.083
P11386,40.820,0.481
P3612,38.300,-5.682
P9022,40.200,-5.673
P7148,39.550,-6.000
P12111,41.043,0.968
P4072,38.340,-1.028
P8190,39.822,-1.767
P16044,42.438,-4.307
P8920,40.107,-2.861
P19245,43.349,-5.657
P993,37.142,-2.430
P5848,39.097,-6.773
P2364,37.782,-3.978
P1743,37.545,-4.992
P16050,42.432,-3.901
P14902,41.803,2.394
P14360,41.745,0.975
P8655,39.929,-0.716
P18864,43.235,-7.920
P15394,42.109,-0.202
P765,37.077,-3.748
P7152,39.550,-5.741
P4864,38.719,-3.373
P16425,42.502,-2.610
P3467,38.247,-6.827
P13407,41.699,-6.536
P1672,37.436,-2.226
P16361,42.546,-6.950
P16628,42.489,-0.847
P5643,38.889,-0.989
P9758,40.432,-3.963
P3520,38.221,-3.456
P9035,40.194,-4.822
P17333,42.731,-1.918
P14792,42.096,-4.990
P4116,38.498,-6.638
P1740,37.547,-5.181
P18722,43.199,-5.589
P13966,41.804,-2.713
P15632,42.332,-8.096
P8607,40.030,-3.845
P16681,42.281,2.727
P9864,40.498,-6.592
P1713,37.547,-6.882
P6581,39.349,-6.582
P14289,41.929,-3.783
P2467,37.849,-5.494
P14978,42.139,-4.382
P15444,41.898,3.149
P315,36.790,-4.505
P7360,39.494,-1.074
P3025,37.990,-2.323
P19815,43.544,-7.240
P8635,39.981,-2.018
P1389,37.400,-5.811
P2600,37.896,-5.051
P19569,43.450,-5.794
P16070,42.400,-2.548
P14451,41.990,-4.453
P8472,39.959,-2.934
P3900,38.378,-3.769
P16285,42.355,-0.112
P12405,41.154,0.780
P6047,39.119,-3.358
P6811,39.291,-1.024
P14290,41.928,-3.715
P9571,40.398,-6.722
P16238,42.469,-3.290
P1316,37.317,-3.300
P13468,41.647,-2.453
P14648,42.010,-2.905
P13153,41.513,-1.458
P9444,40.350,-5.738
P14662,41.981,-1.964
P12106,41.062,0.637
P5168,38.799,-2.600
P663,37.041,-4.624
P276,36.738,-4.381
P5108,38.849,-6.449
P19060,43.299,-6.480
P17180,42.608,-0.158
P18728,43.197,-5.178
P12474,41.392,-4.667
P10810,40.635,0.198
P13456,41.668,-3.256
P696,36.996,-2.562
P19694,43.496,-6.964
P9074,40.140,-2.271
P12241,41.154,-0.152
P15308,42.250,-6.000
P16763,42.629,-3.759
P14529,41.806,0.780
P264,36.746,-5.128
P7438,39.643,-4.766
P11511,40.927,-0.637
P4737,38.643,-2.416
P17377,42.592,1.066
P8420,39.999,-6.326
P7064,39.449,-2.568
P7279,39.599,-6.324
P16935,42.690,-4.437
P889,37.084,-2.182
P10030,40.546,-5.079
P3038,37.959,-1.500
P17917,42.745,1.014
P11001,40.900,-5.868
P10896,40.820,-3.357
P12055,41.205,-2.743
P7682,39.748,-6.715
P4396,38.600,-6.256
P2384,37.752,-2.715
P17807,42.949,-6.478
P7162,39.546,-5.092
P15945,42.193,1.023
P16276,42.383,-0.720
P17250,42.790,-7.566
P12060,41.195,-2.411
P12180,41.286,-4.203
P14917,42.124,-8.494
P10298,40.650,-5.868
P9889,40.495,-4.948
P938,37.200,-5.875
P2769,37.892,-2.391
P1202,37.270,-3.428
P8329,39.896,-2.480
P17845,42.931,-3.885
P3468,38.247,-6.763
P5265,38.900,-5.936
P7612,39.640,-2.298
P16093,42.345,-0.994
P15621,41.947,3.156
P18909,43.244,-4.834
P16104,42.312,-0.252
P6223,39.108,-1.424
P659,37.044,-4.874
P17837,42.940,-4.430
P3483,38.250,-5.809
P2967,38.050,-6.000
P16589,42.574,-3.489
P10673,40.571,0.456
P6530,39.165,-0.452
P1611,37.500,-6.063
P8890,40.144,-4.823
P2211,37.749,-5.558
P6135,39.195,-7.097
P9877,40.500,-5.737
P10112,40.379,0.306
P18333,43.089,-7.642
P1765,37.524,-3.607
P9816,40.303,-0.161
P16283,42.361,-0.247
P7549,39.699,-6.390
P3164,38.014,-1.623
P4275,38.547,-5.169
P7788,39.380,3.201
P2470,37.848,-5.304
P18379,43.091,-4.495
P6006,39.150,-6.000
P1101,37.202,-2.740
P9457,40.345,-4.885
P3488,38.249,-5.491
P13614,41.729,-3.789
P15283,42.238,-7.688
P2314,37.794,-7.138
P3809,38.251,-1.290
P882,37.098,-2.620
P13945,41.835,-4.121
P15461,42.289,-7.621
P14992,42.122,-3.439
P9462,40.341,-4.557
P14163,41.787,-0.835
P4705,38.690,-4.463
P17129,42.726,-3.619
P3548,38.167,-1.677
P11449,41.043,-4.740
P18684,43.180,-8.192
P3810,38.249,-1.226
P17456,42.850,-5.864
P8585,40.048,-5.282
P13958,41.818,-3.250
P16052,42.429,-3.766
P16357,42.544,-7.221
P2010,37.605,-2.848
P948,37.197,-5.248
P6583,39.349,-6.453
P13615,41.728,-3.722
P3785,38.305,-2.816
P8299,39.939,-4.435
P14235,41.942,-7.411
P11179,40.927,-3.684
P19713,43.499,-5.656
P19425,43.394,-4.832
P1215,37.248,-2.613
P18892,43.250,-6.000
P4123,38.500,-6.192
P18764,43.155,-2.713
P13971,41.795,-2.378
P12528,41.297,-1.073
P1365,37.392,-7.320
P7966,39.847,-6.847
P8950,40.037,-0.903
P17224,42.425,2.815
P9435,40.349,-6.328
P9004,40.197,-6.851
P15984,42.426,-8.370
P17432,42.841,-7.499
P13494,41.582,-0.717
P11161,40.945,-4.875
P3875,38.398,-5.362
P4543,38.650,-5.744
P11673,40.912,0.622
P923,37.197,-6.815
P6168,39.195,-4.968
P107,36.447,-5.132
P14084,41.900,-6.134
