ID,Latitud,Longitud
P12233,41.179,-0.683
P4891,38.666,-1.646
P14884,41.882,1.191
P4682,38.700,-5.936
P16655,42.396,0.977
P10169,40.597,-5.144
P9376,40.190,-0.957
P16722,42.649,-6.543
P11002,40.900,-5.802
P9289,40.298,-6.656
P16065,42.409,-2.886
P3211,38.147,-6.762
P6614,39.339,-4.449
P10305,40.648,-5.407
P1838,37.600,-6.315
P7616,39.632,-2.039
P14375,41.681,1.976
P16903,42.698,-6.612
P16981,42.608,-1.314
P19234,43.349,-6.412
P15965,42.106,2.366
P9380,40.178,-0.696
P1854,37.598,-5.307
P2247,37.717,-3.285
P10492,40.639,-2.243
P12174,41.292,-4.603
P6464,39.293,-4.708
P4008,38.447,-5.107
P5476,38.878,-1.954
P11454,41.039,-4.409
P17378,42.588,1.134
P3240,38.145,-4.920
P3272,38.107,-2.888
P21,36.200,-6.000
P13672,41.593,0.087
P15993,42.437,-7.761
P931,37.200,-6.313
P1909,37.522,-1.843
P654,37.047,-5.187
P8137,39.897,-5.218
P16928,42.695,-4.912
P16570,42.594,-4.778
P5263,38.900,-6.064
P9389,40.150,-0.108
P11465,41.027,-3.680
P13678,41.572,0.487
P5502,38.806,-0.288
P13163,41.485,-0.792
P15822,42.393,-7.286
P3914,38.357,-2.877
P4204,38.390,-1.025
P343,36.752,-2.761
P15041,42.006,-0.144
P2822,37.994,-7.141
P18167,43.048,-6.684
P12516,41.328,-1.871
P7734,39.719,-3.335
P14771,42.099,-6.404
P9676,40.236,0.162
P13839,41.646,0.025
P18427,43.005,-1.216
P6490,39.261,-3.030
P12460,41.399,-5.600
P10163,40.599,-5.539
P5009,38.770,-3.371
P19582,43.445,-4.900
P7450,39.632,-3.987
P10747,40.782,-3.953
P13836,41.656,-0.175
P12170,41.295,-4.869
P223,36.700,-5.751
P12708,41.258,0.723
P13626,41.712,-2.986
P10087,40.456,-1.332
P16767,42.624,-3.487
P11278,40.998,-6.662
P8321,39.911,-3.001
P1605,37.499,-6.441
P14729,41.743,2.521
P16059,42.419,-3.292
P15448,42.274,-8.499
P14540,41.762,1.514
P7848,39.797,-5.154
P14880,41.898,0.924
P13204,41.333,1.934
P2328,37.800,-6.253
P1099,37.206,-2.866
P18569,43.130,-3.810
P17803,42.948,-6.751
P8306,39.932,-3.979
P4024,38.434,-4.086
P2142,37.627,-1.963
P8198,39.802,-1.247
P12659,41.399,-2.533
P11954,41.037,0.170
P6494,39.254,-2.771
P14206,41.627,2.036
P7269,39.596,-6.973
P8596,40.041,-4.563
P17355,42.670,-0.424
P4825,38.750,-5.872
P3558,38.140,-1.043
P10795,40.683,-0.788
P7187,39.522,-3.472
P13583,41.750,-5.866
P6165,39.197,-5.161
P673,37.032,-3.999
P11792,41.044,-1.025
P14173,41.756,-0.166
P12005,41.250,-6.066
P3379,38.187,-4.284
P14735,42.066,-8.828
P16606,42.544,-2.337
P15862,42.392,-4.579
P12515,41.330,-1.937
P7595,39.670,-3.402
P6602,39.347,-5.224
P15200,42.109,-1.349
P18926,43.227,-3.669
P14861,41.965,-0.350
P14834,42.038,-2.163
P7493,39.549,-1.200
P3617,38.298,-5.363
P15053,41.963,0.661
P15207,42.090,-0.879
P769,37.072,-3.497
P10308,40.647,-5.209
P16464,42.398,0.027
P14169,41.769,-0.434
P13172,41.457,-0.192
P1111,37.182,-2.114
P16881,42.681,-8.107
P11502,40.953,-1.231
P1449,37.329,-2.043
P5112,38.850,-6.193
P1446,37.336,-2.231
P1375,37.398,-6.691
P4965,38.800,-6.192
P9663,40.278,-0.688
P15213,42.072,-0.475
P11737,41.142,-4.672
P190,36.650,-5.876
P6534,39.063,1.347
P5170,38.795,-2.472
P19243,43.350,-5.794
P17772,42.916,-8.865
P8590,40.045,-4.955
P13092,41.599,-5.532
P12492,41.373,-3.468
P10524,40.552,-0.139
P10755,40.772,-3.425
P10636,40.681,-1.977
P9017,40.200,-6.000
P1066,37.245,-4.934
P2706,37.949,-6.380
P14866,41.949,-0.014
P14431,42.000,-5.798
P12095,41.101,-0.091
P246,36.750,-6.249
P16207,42.498,-5.390
P8428,40.000,-5.804
P3169,38.002,-1.307
P6889,39.445,-4.964
P4035,38.420,-3.385
P6281,39.244,-7.162
P15776,42.106,1.622
P14381,41.653,2.375
P8956,40.019,-0.512
P14198,41.662,1.503
P18597,43.080,-1.895
P9887,40.496,-5.079
P14631,42.034,-4.048
P15578,42.135,0.273
P12527,41.300,-1.140
P7975,39.850,-6.260
P12505,41.351,-2.603
P12326,41.340,-4.468
P5400,38.947,-6.835
P10955,40.667,0.532
P18741,43.188,-4.287
P19802,43.531,-8.135
P9825,40.022,3.945
P16599,42.557,-2.811
P7636,39.579,-0.743
P17851,42.923,-3.476
P10306,40.648,-5.341
P8441,39.995,-4.956
P9364,40.222,-1.742
P15668,42.349,-5.662
P550,36.880,-2.068
P5716,39.050,-5.871
P11718,41.150,-5.934
P4529,38.648,-6.640
P8344,39.862,-1.504
P6345,39.211,-3.032
P4880,38.691,-2.349
P3163,38.017,-1.687
P5705,39.048,-6.579
P11929,41.113,-1.486
P736,37.099,-5.562
P3501,38.242,-4.664
P2825,37.996,-6.951
P4028,38.429,-3.831
P131,36.550,-6.000
P4588,38.606,-2.866
P14481,41.947,-2.437
P5929,39.013,-1.559
P6790,39.343,-2.379
P1556,37.392,-2.417
P5506,38.793,-0.032
P11450,41.042,-4.674
P7899,39.724,-1.838
P15906,42.319,-1.605
P14751,42.087,-7.751
P17698,42.821,-1.639
P17362,42.647,0.050
P11382,40.834,0.217
P139,36.549,-5.503
P288,36.800,-6.187
P17519,42.769,-1.575
P8761,40.075,-3.582
P16993,42.574,-0.501
P6950,39.341,-1.020
P11601,41.085,-4.143
P17440,42.846,-6.954
P18335,43.091,-7.505
P448,36.882,-4.003
P8033,39.796,-2.485
P12317,41.346,-5.068
P6376,39.142,-1.035
P3778,38.317,-3.261
P12823,41.432,-1.998
P18226,43.004,-2.652
P6280,39.243,-7.226
P7196,39.508,-2.889
P15932,42.242,0.148
P17429,42.838,-7.703
P15020,42.067,-1.555
P16942,42.683,-3.961
P7354,39.510,-1.462
P7708,39.746,-5.025
P14274,41.944,-4.790
P18366,43.098,-5.384
P2533,37.752,-1.323
P13114,41.584,-4.062
P2264,37.686,-2.212
P8062,39.723,-0.601
P141,36.548,-5.379
P3125,38.084,-4.096
P6472,39.286,-4.191
P16792,42.576,-1.791
P19682,43.487,-7.789
P1227,37.223,-1.861
P17840,42.937,-4.226
P8926,40.096,-2.470
P1145,37.295,-7.004
P10871,40.846,-5.009
P13594,41.747,-5.129
P14651,42.004,-2.703
P17963,42.979,-8.253
P11423,41.049,-6.464
P14860,41.969,-0.417
P9892,40.493,-4.751
P13024,41.357,0.734
P19269,43.334,-4.009
P17118,42.739,-4.367
P16358,42.544,-7.153
P18189,43.047,-5.180
P4548,38.648,-5.424
P7873,39.773,-3.528
P8639,39.972,-1.758
P3375,38.191,-4.538
P6599,39.349,-5.418
P10153,40.600,-6.198
P2615,37.884,-4.101
P4600,38.583,-2.099
P15741,42.234,-0.732
P13530,41.450,1.680
P9299,40.300,-6.000
P9917,40.464,-3.108
P13743,41.799,-6.402
P6734,39.400,-6.000
P2193,37.748,-6.695
P16352,42.540,-7.560
P6768,39.379,-3.801
P12958,41.527,-3.663
P6000,39.149,-6.387
P5499,38.816,-0.480
P14541,41.757,1.581
P678,37.026,-3.687
P5730,39.045,-4.970
P7847,39.797,-5.219
P8034,39.794,-2.420
P9722,40.450,-6.329
P2091,37.697,-5.179
P14214,41.589,2.569
P17299,42.787,-4.230
P16297,42.312,0.697
P3870,38.400,-5.681
P2724,37.947,-5.240
P17801,42.947,-6.887
P17134,42.719,-3.279
P16317,42.229,2.043
P9226,40.167,-1.614
P5989,39.145,-7.096
P8648,39.949,-1.171
P8225,39.544,3.027
P18054,42.935,-2.041
P17013,42.504,0.852
P13134,41.554,-2.726
P3255,38.132,-3.967
P14678,41.940,-0.890
P9197,40.223,-3.511
P19262,43.341,-4.489
P9531,40.196,-0.039
P16847,42.387,1.926
P16205,42.499,-5.526
P8217,39.584,2.511
P13433,41.694,-4.795
P19074,43.299,-5.520
P14854,41.987,-0.819
P15544,42.233,-2.016
P4602,38.578,-1.971
P10293,40.650,-6.198
P134,36.550,-5.814
P10529,40.535,0.189
P11081,40.774,-0.583
P13027,41.346,0.933
P6337,39.224,-3.548
P8497,39.904,-1.305
P10309,40.647,-5.143
P8804,39.982,-0.777
P4280,38.544,-4.850
P1559,37.386,-2.229
P5340,38.795,-1.124
P14455,41.986,-4.184
P10600,40.738,-4.350
P740,37.098,-5.312
P19395,43.397,-6.893
P17700,42.816,-1.503
P16617,42.519,-1.592
P16595,42.564,-3.082
P5062,38.640,0.019
P8173,39.858,-2.873
P6050,39.115,-3.165
P17174,42.627,-0.564
P13985,41.762,-1.441
P1855,37.597,-5.244
P4521,38.644,-7.152
P19548,43.444,-7.238
P13100,41.596,-4.997
P19232,43.349,-6.549
P8194,39.812,-1.507
P12311,41.349,-5.467
P9520,40.231,-0.758
P11504,40.947,-1.099
P13255,41.650,-5.665
P17074,42.742,-7.361
P7563,39.699,-5.480
P11507,40.939,-0.901
P14024,41.633,1.164
P8316,39.919,-3.327
P8631,39.990,-2.279
P14135,41.854,-2.711
P19240,43.350,-6.000
P5155,38.821,-3.434
P8796,40.004,-1.298
P5199,38.722,-0.616
P6,36.049,-5.507
P14844,42.014,-1.491
P3751,38.345,-4.981
P4970,38.800,-5.872
P4180,38.447,-2.554
P15061,41.932,1.197
P2131,37.650,-2.656
P2792,37.835,-0.938
P1975,37.646,-5.054
P15551,42.217,-1.544
P16129,42.218,1.432
P9875,40.500,-5.868
P13034,41.317,1.397
P17046,42.355,3.077
P9393,40.136,0.153
P16990,42.583,-0.704
P4401,38.600,-5.936
P12082,41.141,-0.952
P19568,43.450,-5.862
P15384,42.140,-0.875
P17235,42.772,-8.587
P17784,42.933,-8.047
P3945,38.285,-0.905
P9240,40.128,-0.700
P15085,41.823,2.801
P13661,41.629,-0.646
P5856,39.100,-6.258
P17061,42.729,-8.245
P793,37.027,-1.998
P5766,39.001,-2.655
P127,36.495,-5.007
P7142,39.549,-6.389
P1751,37.540,-4.489
P5847,39.097,-6.837
P1322,37.307,-2.924
P16409,42.528,-3.694
P12395,41.191,0.117
P6384,39.118,-0.520
P2280,37.647,-1.204
P17179,42.611,-0.225
P15163,42.180,-3.842
P10111,40.382,0.241
P11245,40.759,0.673
P338,36.761,-3.072
P16941,42.684,-4.029
P2872,37.982,-3.972
P3869,38.400,-5.745
P19251,43.348,-5.245
P10095,40.434,-0.808
P559,37.000,-6.125
P6340,39.219,-3.354
P2518,37.788,-2.270
P4761,38.584,-0.883
P12098,41.091,0.108
P3293,38.062,-1.557
P16196,42.500,-6.136
P6175,39.190,-4.517
P10313,40.645,-4.880
P4572,38.630,-3.889
P18778,43.125,-1.756
P345,36.748,-2.637
P8771,40.059,-2.929
P7823,39.797,-6.781
P17234,42.771,-8.655
P757,37.086,-4.248
P8177,39.850,-2.613
P16721,42.648,-6.611
P18002,42.999,-5.590
P6802,39.315,-1.604
P18898,43.249,-5.589
P2512,37.800,-2.649
P283,36.719,-3.385
P16948,42.675,-3.553
P18510,43.136,-7.848
P871,37.117,-3.308
P3361,38.199,-5.428
P9175,40.245,-4.952
P14857,41.978,-0.618
P4907,38.622,-0.624
P2871,37.983,-4.035
P1795,37.468,-1.720
P14082,41.900,-6.269
P11149,40.950,-5.669
P12972,41.505,-2.728
P18000,43.000,-5.727
P2214,37.748,-5.368
P8215,39.594,2.382
P16117,42.266,0.624
P17496,42.816,-3.139
P2829,37.998,-6.697
P2315,37.795,-7.074
P8600,40.038,-4.302
P9587,40.400,-5.672
P13372,41.369,2.139
P18698,43.194,-7.233
P1981,37.642,-4.676
P7429,39.648,-5.351
P10866,40.848,-5.339
P17295,42.791,-4.502
P12957,41.528,-3.729
P385,36.831,-3.943
P17991,42.999,-6.341
P453,36.876,-3.692
P18772,43.139,-2.166
P10631,40.691,-2.306
P17870,42.889,-2.181
P8124,39.900,-6.065
P6894,39.442,-4.641
P18757,43.167,-3.192
P15178,42.158,-2.831
P9147,40.247,-6.786
P2881,37.970,-3.402
P6457,39.297,-5.160
P4264,38.550,-5.872
P1600,37.497,-6.755
P10378,40.525,-0.603
P4884,38.682,-2.094
P12466,41.397,-5.200
P19119,43.248,-2.434
P9465,40.338,-4.360
P1158,37.300,-6.188
P8720,40.100,-6.261
P2582,37.900,-6.190
P1988,37.636,-4.234
P2249,37.714,-3.159
P3614,38.299,-5.554
P2197,37.749,-6.442
P13014,41.394,0.069
P7133,39.546,-6.973
P55,36.299,-5.505
P2199,37.750,-6.316
P3492,38.247,-5.237
P6468,39.289,-4.450
P6792,39.338,-2.250
P8734,40.098,-5.346
P7551,39.700,-6.260
P5151,38.826,-3.690
P13702,41.473,2.084
P9800,40.351,-1.208
P7621,39.620,-1.715
P7854,39.793,-4.764
P8494,39.912,-1.500
P13290,41.620,-3.325
P12718,41.218,1.386
P18047,42.950,-2.518
P16819,42.498,0.036
P2458,37.850,-6.063
P284,36.702,-2.763
P5175,38.785,-2.152
P16356,42.543,-7.289
P11194,40.903,-2.692
P6720,39.396,-6.906
P10942,40.712,-0.323
P18695,43.191,-7.439
P14362,41.736,1.108
P558,37.000,-6.187
P16427,42.498,-2.475
P5864,39.100,-5.742
P14815,42.072,-3.441
P6634,39.315,-3.157
P13343,41.486,0.211
P8023,39.814,-3.136
P2757,37.914,-3.150
P1603,37.499,-6.566
P13926,41.849,-5.396
P15738,42.242,-0.934
P16671,42.328,2.055
P19236,43.350,-6.275
P14409,41.993,-7.278
P18175,43.050,-6.137
P761,37.082,-3.998
P17256,42.794,-7.157
P15155,42.189,-4.381
P11136,40.949,-6.530
P2915,37.899,-1.250
P4487,38.463,-0.444
P2700,37.947,-6.760
P2964,38.050,-6.190
P529,36.919,-3.378
P14562,42.020,-8.692
P13805,41.740,-2.247
P973,37.176,-3.682
P19398,43.398,-6.687
P9899,40.487,-4.291
P3138,38.067,-3.271
P15291,42.245,-7.148
P6178,39.188,-4.323
P10622,40.709,-2.899
P8488,39.927,-1.891
P16355,42.542,-7.356
P4530,38.648,-6.576
P15407,42.063,0.671
P16646,42.430,0.369
P12172,41.293,-4.736
P9100,40.072,-0.574
P19216,43.339,-7.648
P11742,41.138,-4.340
P461,36.864,-3.193
P8730,40.099,-5.608
P1996,37.627,-3.730
P9490,40.303,-2.721
P1837,37.599,-6.378
P8674,39.689,3.112
P13682,41.557,0.754
P16288,42.345,0.090
P18145,43.030,-8.187
P7586,39.682,-3.986
P14193,41.683,1.170
P15206,42.093,-0.946
P16803,42.547,-1.046
P14304,41.906,-2.776
P7053,39.468,-3.280
P12764,41.500,-5.933
P4849,38.738,-4.334
P4893,38.661,-1.518
P18888,43.250,-6.274
P13822,41.699,-1.110
P7135,39.547,-6.843
P17816,42.950,-5.864
P10096,40.431,-0.742
P17553,42.661,0.733
P14344,41.803,-0.095
P9092,40.096,-1.095
P7233,39.417,-0.496
P3748,38.347,-5.172
P16765,42.626,-3.623
P13200,41.350,1.668
P2517,37.790,-2.333
P11074,40.795,-1.044
P4125,38.500,-6.064
P7310,39.588,-4.313
P17342,42.708,-1.306
P349,36.850,-6.187
P14086,41.900,-6.000
P16766,42.625,-3.555
P4011,38.445,-4.915
P19555,43.448,-6.757
P3523,38.217,-3.265
P14466,41.972,-3.445
P13262,41.647,-5.197
P17128,42.728,-3.687
P18856,43.225,-8.468
P4121,38.499,-6.319
P13576,41.749,-6.335
P7755,39.679,-1.971
P2357,37.789,-4.420
P11813,40.977,0.363
P15778,42.097,1.756
P18711,43.200,-6.343
P13660,41.632,-0.713
P12951,41.535,-4.130
P10888,40.831,-3.885
P15830,42.398,-6.744
P12344,41.318,-3.270
P3418,38.122,-1.807
P19229,43.348,-6.755
P2910,37.912,-1.566
P8277,39.950,-5.870
P12716,41.226,1.254
P5428,38.946,-5.036
P9793,40.369,-1.667
P11031,40.881,-3.884
P10243,40.459,-0.279
P14881,41.894,0.991
P8183,39.838,-2.222
P12985,41.477,-1.861
P16882,42.683,-8.039
P4485,38.469,-0.572
P9656,40.298,-1.146
P5304,38.871,-3.432
P9024,40.199,-5.542
P18045,42.954,-2.655
P7574,39.693,-4.765
P3290,38.069,-1.747
P14002,41.713,-0.304
P17615,42.893,-7.296
P15922,42.274,-0.526
P16782,42.598,-2.469
P15583,42.117,0.609
P6466,39.291,-4.579
P2449,37.848,-6.633
P7499,39.532,-0.811
P2031,37.560,-1.526
P13621,41.720,-3.321
P6816,39.277,-0.701
P1030,37.244,-7.191
P11918,41.139,-2.215
P6900,39.437,-4.252
P8450,39.988,-4.368
P14767,42.098,-6.674
P2071,37.699,-6.442
P18311,43.059,-9.145
P4053,38.387,-2.238
P6679,39.205,-0.255
P17990,42.999,-6.410
P9020,40.200,-5.804
P11783,41.068,-1.621
P4734,38.649,-2.608
P501,36.947,-5.126
P12165,41.297,-5.201
P18717,43.200,-5.931
P5616,38.953,-2.721
P7845,39.798,-5.349
P7821,39.796,-6.911
P19406,43.400,-6.137
P8042,39.777,-1.900
P153,36.541,-4.634
P3504,38.240,-4.473
P5303,38.872,-3.496
P3719,38.345,-7.019
P17152,42.685,-2.057
P8760,40.076,-3.647
P15174,42.165,-3.100
P11347,40.935,-2.094
P120,36.499,-5.442
P13685,41.545,0.954
P9754,40.436,-4.226
P6476,39.281,-3.933
P6941,39.365,-1.601
P12366,41.275,-1.808
P10929,40.750,-1.180
P3921,38.343,-2.431
P2995,38.036,-4.224
P3224,38.150,-5.936
P10586,40.748,-5.274
P489,36.950,-5.875
P5604,38.972,-3.492
P9616,40.379,-3.768
P4531,38.649,-6.512
P5488,38.848,-1.185
P12806,41.465,-3.131
P9307,40.299,-5.476
P560,37.000,-6.062
P14010,41.686,0.230
P5038,38.711,-1.515
P7576,39.692,-4.636
P13517,41.503,0.815
P15095,42.175,-8.428
P5144,38.835,-4.139
P18231,42.994,-2.311
P10015,40.550,-6.066
P13514,41.514,0.616
P10854,40.850,-6.132
P16738,42.649,-5.457
P16295,42.320,0.562
P12352,41.305,-2.738
P4598,38.587,-2.227
P15567,42.171,-0.467
P2959,38.049,-6.507
P3680,38.204,-1.357
P19717,43.498,-5.380
P17672,42.872,-3.409
P927,37.199,-6.564
P10290,40.649,-6.395
P1833,37.598,-6.630
P12618,41.448,-5.266
P9467,40.336,-4.229
P5650,38.868,-0.540
P4399,38.600,-6.064
P17513,42.783,-1.982
P19100,43.279,-3.736
P8717,40.099,-6.458
P6035,39.135,-4.131
P988,37.152,-2.743
P2317,37.796,-6.948
P15531,42.260,-2.893
P15368,42.181,-1.952
P11148,40.950,-5.735
P17880,42.866,-1.500
P9170,40.248,-5.279
P15808,42.379,-8.233
P19692,43.495,-7.101
P18409,43.048,-2.445
P17320,42.757,-2.801
P2794,37.830,-0.812
P3039,37.957,-1.437
P4998,38.784,-4.076
P6652,39.280,-1.995
P15208,42.087,-0.811
P16075,42.390,-2.210
P8637,39.977,-1.888
P15933,42.238,0.215
P2233,37.735,-4.169
P5159,38.815,-3.177
P9935,40.428,-1.926
P16964,42.648,-2.467
P18549,43.147,-5.178
P746,37.095,-4.936
P2001,37.620,-3.415
P14687,41.912,-0.287
P8750,40.087,-4.301
P3645,38.274,-3.581
P15432,41.957,2.347
P2021,37.584,-2.155
P10889,40.830,-3.819
P12508,41.345,-2.403
P3770,38.328,-3.771
P1304,37.333,-4.053
P3096,38.100,-5.937
P12330,41.336,-4.202
P11493,40.975,-1.826
P18062,42.916,-1.496
P101,36.449,-5.504
P15751,42.202,-0.059
P5323,38.837,-2.213
P19130,43.223,-1.680
P3123,38.086,-4.223
P12711,41.246,0.922
P5329,38.823,-1.829
P9160,40.250,-5.934
P1526,37.437,-4.302
P3417,38.124,-1.871
P11905,41.164,-3.077
P7881,39.761,-3.008
P10737,40.792,-4.613
P8762,40.073,-3.517
P3094,38.100,-6.063
P19591,43.426,-3.593
P12341,41.323,-3.470
P14745,42.081,-8.155
P14715,41.807,1.587
P17346,42.697,-1.035
P12315,41.347,-5.201
P15534,42.254,-2.691
P8621,40.009,-2.931
P19101,43.278,-3.667
P12321,41.344,-4.801
P16217,42.493,-4.712
P5039,38.709,-1.451
P9761,40.428,-3.766
P3876,38.398,-5.299
P16556,42.600,-5.728
P16958,42.659,-2.874
P2643,37.840,-2.331
P11805,41.005,-0.166
P10211,40.544,-2.380
P467,36.854,-2.819
P15629,42.328,-8.299
P17780,42.928,-8.320
P14370,41.703,1.642
P14494,41.917,-1.565
P949,37.197,-5.185
P6604,39.346,-5.095
P15123,42.199,-6.540
P6154,39.200,-5.871
P16498,42.260,2.318
P17674,42.869,-3.273
P9010,40.199,-6.458
P3610,38.300,-5.809
P17016,42.492,1.055
P4000,38.449,-5.617
P8211,39.764,-0.403
P16780,42.602,-2.605
P11789,41.053,-1.224
P14718,41.794,1.787
P17245,42.785,-7.906
P17007,42.526,0.447
P10329,40.630,-3.826
P6290,39.248,-6.581
P14255,41.950,-6.067
P1641,37.485,-4.175
P2245,37.720,-3.411
P12359,41.291,-2.273
P5735,39.042,-4.648
P13603,41.741,-4.526
P18174,43.050,-6.205
P12107,41.058,0.703
P261,36.748,-5.315
P13962,41.812,-2.981
P12080,41.147,-1.084
P8148,39.890,-4.501
P19254,43.346,-5.039
P14979,42.138,-4.315
P19712,43.500,-5.725
P5183,38.766,-1.640
P18950,43.185,-2.026
P4151,38.489,-4.404
P15935,42.231,0.350
P4579,38.621,-3.441
P12530,41.291,-0.940
P6605,39.346,-5.030
P18749,43.179,-3.740
P5456,38.916,-3.237
P1594,37.494,-7.133
P15309,42.250,-5.932
P8869,40.150,-6.196
P15858,42.395,-4.850
P8461,39.976,-3.651
P15079,41.852,2.401
P780,37.054,-2.810
P10563,40.747,-6.792
P9533,40.190,0.092
P17687,42.846,-2.388
P16607,42.542,-2.269
P8793,40.012,-1.494
P10368,40.553,-1.260
P11641,41.013,-1.492
P8617,40.016,-3.192
P17165,42.653,-1.174
P12988,41.470,-1.662
P1057,37.249,-5.498
P2702,37.948,-6.633
P2493,37.829,-3.850
P11775,41.087,-2.151
P15279,42.234,-7.958
P727,37.100,-6.125
P12544,41.247,-0.011
P7428,39.648,-5.416
P8039,39.784,-2.095
P15547,42.227,-1.814
P5317,38.849,-2.598
P10452,40.695,-4.879
P3167,38.007,-1.433
P15403,42.078,0.403
P16947,42.676,-3.621
P1049,37.250,-6.000
P6291,39.249,-6.516
P6594,39.350,-5.741
P12851,41.354,-0.135
P4753,38.606,-1.394
P2622,37.875,-3.658
P7840,39.800,-5.675
P1292,37.344,-4.807
P2030,37.562,-1.588
P17852,42.922,-3.407
P9209,40.204,-2.726
P12072,41.168,-1.615
P5008,38.771,-3.436
P925,37.198,-6.689
P19438,43.383,-3.939
P14348,41.789,0.173
P9929,40.442,-2.320
P14991,42.124,-3.506
P5315,38.853,-2.726
P11331,40.965,-3.152
P11144,40.950,-6.000
P15652,42.348,-6.744
P15804,42.374,-8.503
P5472,38.887,-2.210
P16250,42.448,-2.478
P1958,37.650,-6.126
P5579,38.996,-5.100
P15122,42.199,-6.607
P18426,43.008,-1.284
P13503,41.553,-0.117
P3658,38.253,-2.754
P1299,37.338,-4.367
P15691,42.335,-4.107
P6513,39.213,-1.546
P5104,38.848,-6.706
P310,36.794,-4.816
P16393,42.544,-4.779
P19687,43.491,-7.445
P15205,42.095,-1.013
P16678,42.296,2.526
P9301,40.300,-5.869
P8778,40.046,-2.472
P14058,41.885,-7.880
P11288,41.000,-6.000
P3599,38.299,-6.509
P1632,37.493,-4.741
P229,36.698,-5.378
P16048,42.434,-4.036
P5714,39.050,-6.000
P2499,37.821,-3.471
P9190,40.232,-3.970
P19261,43.341,-4.558
P17733,42.711,0.738
P13637,41.691,-2.250
P11053,40.845,-2.430
P2733,37.942,-4.670
P7154,39.549,-5.611
P8766,40.067,-3.256
P6495,39.252,-2.707
P8626,40.000,-2.605
P13587,41.749,-5.598
P1274,37.350,-5.937
P689,37.009,-2.999
P12379,41.241,-0.944
P4808,38.746,-6.961
P16417,42.516,-3.152
P512,36.939,-4.439
P14299,41.915,-3.111
P8870,40.150,-6.131
P6897,39.439,-4.446
P4617,38.540,-1.014
P18879,43.247,-6.891
P13294,41.613,-3.057
P7319,39.578,-3.730
P4581,38.618,-3.313
P4528,38.648,-6.704
P12026,41.242,-4.670
P10304,40.649,-5.473
P13274,41.639,-4.395
P17650,42.895,-4.909
P5203,38.709,-0.360
P15117,42.196,-6.944
P1609,37.500,-6.189
P16911,42.700,-6.068
P11667,40.934,0.226
P3512,38.231,-3.965
P19274,43.328,-3.666
P12242,41.151,-0.086
P6076,39.061,-1.492
P9612,40.383,-4.031
P12816,41.447,-2.464
P6854,39.443,-7.230
P10495,40.633,-2.046
P3297,38.051,-1.303
P8425,40.000,-6.000
P96,36.450,-5.814
P2118,37.671,-3.476
P15410,42.051,0.872
P15714,42.300,-2.553
P8369,39.619,2.711
P11019,40.892,-4.677
P18747,43.181,-3.876
P885,37.092,-2.432
P1171,37.298,-5.372
P10424,40.698,-6.725
P18566,43.134,-4.015
P8961,40.003,-0.187
P6184,39.181,-3.936
P6940,39.368,-1.666
P11215,40.855,-1.304
P688,37.011,-3.062
P9168,40.248,-5.410
P16299,42.304,0.831
P16447,42.450,-1.121
P2117,37.673,-3.539
P17625,42.898,-6.614
P12774,41.498,-5.266
P13143,41.536,-2.125
P9604,40.391,-4.556
P14684,41.922,-0.488
P332,36.770,-3.446
P2011,37.603,-2.785
P14818,42.068,-3.239
P18425,43.011,-1.353
P16800,42.556,-1.249
P18029,42.979,-3.747
P2080,37.700,-5.874
P7357,39.502,-1.268
P475,36.839,-2.320
P16272,42.395,-0.990
P5788,38.950,-1.242
P16688,42.611,-9.056
P8770,40.061,-2.994
P16632,42.477,-0.577
P14804,42.086,-4.182
P2195,37.749,-6.568
P12779,41.495,-4.932
P4591,38.601,-2.674
P1847,37.600,-5.748
P4996,38.786,-4.205
P11378,40.848,-0.047
P14701,41.863,0.651
P14372,41.694,1.776
P5507,38.789,0.032
P2918,37.891,-1.061
P6146,39.199,-6.387
P15154,42.190,-4.448
P18206,43.034,-4.018
P4475,38.498,-1.209
P433,36.895,-4.939
P6620,39.334,-4.061
P11898,41.174,-3.542
P15382,42.145,-1.009
P5733,39.043,-4.777
P14008,41.693,0.097
P7431,39.647,-5.221
P2657,37.807,-1.446
P1084,37.228,-3.805
P18414,43.037,-2.103
P16885,42.686,-7.835
P3639,38.282,-3.963
P11084,40.765,-0.385
P13087,41.600,-5.866
P6312,39.247,-5.161
P8952,40.032,-0.773
P8442,39.995,-4.891
P462,36.863,-3.131
P10933,40.739,-0.916
P7194,39.511,-3.019
P2737,37.939,-4.417
P17549,42.676,0.462
P18423,43.016,-1.489
P18578,43.117,-3.194
P3731,38.350,-6.255
P15994,42.438,-7.693
P11922,41.130,-1.950
P8055,39.743,-1.056
P10165,40.599,-5.407
P5036,38.716,-1.643
P14559,41.674,2.781
P13983,41.767,-1.575
P10957,40.659,0.663
P19836,43.550,-5.724
P7476,39.590,-2.301
P3210,38.147,-6.826
P7043,39.481,-3.927
P13483,41.612,-1.451
P18342,43.096,-7.026
P14272,41.945,-4.925
P5060,38.646,-0.109
P16623,42.503,-1.185
P8774,40.054,-2.733
P17798,42.945,-7.092
P8921,40.105,-2.796
P17998,43.000,-5.863
P36,36.250,-5.815
P13754,41.800,-5.665
P7140,39.549,-6.519
P11228,40.818,-0.447
P17075,42.743,-7.293
P9921,40.457,-2.845
P3753,38.344,-4.853
P4440,38.571,-3.443
P15383,42.142,-0.942
P14636,42.028,-3.712
P18203,43.037,-4.223
